Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
172,Thứ 5,20/10/2022,,,,Đặc biệt: 551 102 || Giải nhất: 017 646 775 008 || Giải nhì: 678 699 146 984 781 288 || Giải ba: 476 404 119 647 697 919 534 235,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-20-10-2022.html,20/10/2022
171,Thứ 3,18/10/2022,,,,Đặc biệt: 734 155 || Giải nhất: 465 195 267 506 || Giải nhì: 023 162 692 531 507 368 || Giải ba: 422 890 147 315 405 269 019 920,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-18-10-2022.html,18/10/2022
170,Thứ 7,15/10/2022,,,,Đặc biệt: 462 693 || Giải nhất: 771 750 270 268 || Giải nhì: 196 241 217 505 720 435 || Giải ba: 556 050 555 620 913 329 327 804,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-15-10-2022.html,15/10/2022
169,Thứ 5,13/10/2022,,,,Đặc biệt: 243 802 || Giải nhất: 205 520 045 513 || Giải nhì: 496 644 150 272 241 821 || Giải ba: 254 401 049 178 481 196 082 423,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-13-10-2022.html,13/10/2022
168,Thứ 3,11/10/2022,,,,Đặc biệt: 689 320 || Giải nhất: 808 374 202 117 || Giải nhì: 922 909 213 272 092 570 || Giải ba: 634 712 943 529 777 641 065 752,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-11-10-2022.html,11/10/2022
167,Thứ 7,08/10/2022,,,,Đặc biệt: 110 198 || Giải nhất: 608 716 049 613 || Giải nhì: 395 723 197 895 038 564 || Giải ba: 728 133 216 472 827 011 201 108,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-08-10-2022.html,08/10/2022
166,Thứ 5,06/10/2022,,,,Đặc biệt: 772 347 || Giải nhất: 726 864 017 697 || Giải nhì: 861 087 033 389 087 626 || Giải ba: 693 840 999 944 427 105 057 143,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-06-10-2022.html,06/10/2022
165,Thứ 3,04/10/2022,,,,Đặc biệt: 295 696 || Giải nhất: 319 961 383 236 || Giải nhì: 110 894 523 117 540 688 || Giải ba: 191 639 067 360 638 445 507 449,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-04-10-2022.html,04/10/2022
164,Thứ 7,01/10/2022,,,,Đặc biệt: 120 112 || Giải nhất: 986 595 185 910 || Giải nhì: 689 612 003 571 024 731 || Giải ba: 417 225 740 665 562 364 832 187,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-01-10-2022.html,01/10/2022
163,Thứ 5,29/09/2022,,,,Đặc biệt: 350 999 || Giải nhất: 821 207 920 524 || Giải nhì: 580 403 348 879 184 499 || Giải ba: 711 509 878 706 587 981 375 490,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-29-09-2022.html,29/09/2022
162,Thứ 3,27/09/2022,,,,Đặc biệt: 826 716 || Giải nhất: 925 634 695 446 || Giải nhì: 380 688 038 245 244 270 || Giải ba: 356 005 595 706 907 396 108 804,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-27-09-2022.html,27/09/2022
161,Thứ 7,24/09/2022,,,,Đặc biệt: 458 191 || Giải nhất: 605 300 592 112 || Giải nhì: 229 923 694 985 116 274 || Giải ba: 940 339 221 909 392 453 052 494,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-24-09-2022.html,24/09/2022
160,Thứ 5,22/09/2022,,,,Đặc biệt: 488 313 || Giải nhất: 424 893 002 174 || Giải nhì: 533 573 737 901 917 997 || Giải ba: 726 166 293 605 627 393 631 539,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-22-09-2022.html,22/09/2022
159,Thứ 3,20/09/2022,,,,Đặc biệt: 708 745 || Giải nhất: 263 411 367 164 || Giải nhì: 159 342 286 065 553 706 || Giải ba: 113 598 673 906 799 405 710 594,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-20-09-2022.html,20/09/2022
158,Thứ 7,17/09/2022,,,,Đặc biệt: 071 245 || Giải nhất: 577 636 837 201 || Giải nhì: 397 608 803 927 952 346 || Giải ba: 975 243 899 032 866 705 844 858,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-17-09-2022.html,17/09/2022
157,Thứ 5,15/09/2022,,,,Đặc biệt: 984 150 || Giải nhất: 187 270 503 394 || Giải nhì: 917 718 098 418 637 930 || Giải ba: 483 916 115 392 866 175 399 849,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-15-09-2022.html,15/09/2022
156,Thứ 3,13/09/2022,,,,Đặc biệt: 518 598 || Giải nhất: 302 967 160 073 || Giải nhì: 805 834 670 679 296 810 || Giải ba: 681 782 723 104 023 159 416 611,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-13-09-2022.html,13/09/2022
155,Thứ 7,10/09/2022,,,,Đặc biệt: 486 856 || Giải nhất: 463 186 001 988 || Giải nhì: 332 244 736 056 125 183 || Giải ba: 941 420 761 863 363 629 034 267,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-10-09-2022.html,10/09/2022
154,Thứ 5,08/09/2022,,,,Đặc biệt: 967 063 || Giải nhất: 210 890 354 852 || Giải nhì: 985 987 556 824 522 264 || Giải ba: 856 605 434 469 340 606 715 223,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-08-09-2022.html,08/09/2022
153,Thứ 3,06/09/2022,,,,Đặc biệt: 392 009 || Giải nhất: 159 541 045 929 || Giải nhì: 278 360 010 359 160 822 || Giải ba: 306 004 523 359 377 673 072 958,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-06-09-2022.html,06/09/2022
152,Thứ 7,03/09/2022,,,,Đặc biệt: 316 317 || Giải nhất: 082 075 801 858 || Giải nhì: 617 622 326 722 856 634 || Giải ba: 453 796 515 263 763 350 565 842,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-03-09-2022.html,03/09/2022
151,Thứ 5,01/09/2022,,,,Đặc biệt: 608 355 || Giải nhất: 108 830 842 177 || Giải nhì: 819 788 150 088 878 764 || Giải ba: 703 130 239 164 699 179 330 173,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-01-09-2022.html,01/09/2022
150,Thứ 3,30/08/2022,,,,Đặc biệt: 948 832 || Giải nhất: 425 290 607 416 || Giải nhì: 630 124 443 012 283 000 || Giải ba: 490 715 110 082 066 059 566 238,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-30-08-2022.html,30/08/2022
149,Thứ 7,27/08/2022,,,,Đặc biệt: 450 477 || Giải nhất: 226 273 419 053 || Giải nhì: 506 736 642 964 048 942 || Giải ba: 285 535 317 081 891 023 337 112,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-27-08-2022.html,27/08/2022
148,Thứ 5,25/08/2022,,,,Đặc biệt: 344 634 || Giải nhất: 043 621 720 719 || Giải nhì: 361 056 386 297 645 034 || Giải ba: 104 356 422 697 812 386 036 763,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-25-08-2022.html,25/08/2022
147,Thứ 3,23/08/2022,,,,Đặc biệt: 068 743 || Giải nhất: 805 400 543 380 || Giải nhì: 536 493 422 261 010 494 || Giải ba: 850 981 133 537 157 452 302 813,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-23-08-2022.html,23/08/2022
146,Thứ 7,20/08/2022,,,,Đặc biệt: 027 437 || Giải nhất: 450 689 042 477 || Giải nhì: 829 049 040 700 106 480 || Giải ba: 581 709 935 336 374 450 787 242,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-20-08-2022.html,20/08/2022
145,Thứ 5,18/08/2022,,,,Đặc biệt: 054 425 || Giải nhất: 769 905 090 191 || Giải nhì: 623 196 094 770 595 235 || Giải ba: 236 172 683 195 757 415 410 361,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-18-08-2022.html,18/08/2022
144,Thứ 3,16/08/2022,,,,Đặc biệt: 324 569 || Giải nhất: 121 772 473 218 || Giải nhì: 994 721 361 741 190 792 || Giải ba: 429 724 650 050 143 999 024 069,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-16-08-2022.html,16/08/2022
143,Thứ 7,13/08/2022,,,,Đặc biệt: 351 327 || Giải nhất: 116 778 053 663 || Giải nhì: 503 648 533 372 013 746 || Giải ba: 143 623 652 526 341 097 665 221,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-13-08-2022.html,13/08/2022
142,Thứ 5,11/08/2022,,,,Đặc biệt: 162 738 || Giải nhất: 035 703 547 491 || Giải nhì: 908 915 863 381 598 070 || Giải ba: 452 911 311 508 955 306 236 074,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-11-08-2022.html,11/08/2022
141,Thứ 3,09/08/2022,,,,Đặc biệt: 922 107 || Giải nhất: 641 280 866 878 || Giải nhì: 269 967 987 417 817 542 || Giải ba: 494 340 096 702 319 540 224 490,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-09-08-2022.html,09/08/2022
140,Thứ 7,06/08/2022,,,,Đặc biệt: 543 468 || Giải nhất: 500 894 463 738 || Giải nhì: 756 698 832 745 399 637 || Giải ba: 804 123 427 827 216 004 699 268,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-06-08-2022.html,06/08/2022
139,Thứ 5,04/08/2022,,,,Đặc biệt: 846 393 || Giải nhất: 456 222 814 537 || Giải nhì: 976 293 296 112 455 779 || Giải ba: 203 265 039 070 085 216 594 157,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-04-08-2022.html,04/08/2022
138,Thứ 3,02/08/2022,,,,Đặc biệt: 808 595 || Giải nhất: 739 568 770 583 || Giải nhì: 134 987 480 967 326 114 || Giải ba: 656 362 373 345 842 055 581 637,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-02-08-2022.html,02/08/2022
137,Thứ 7,30/07/2022,,,,Đặc biệt: 786 969 || Giải nhất: 232 192 914 441 || Giải nhì: 871 918 685 966 955 965 || Giải ba: 205 626 830 107 996 551 689 719,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-30-07-2022.html,30/07/2022
136,Thứ 5,28/07/2022,,,,Đặc biệt: 775 705 || Giải nhất: 461 686 467 811 || Giải nhì: 565 774 553 668 647 899 || Giải ba: 862 256 656 256 481 999 758 041,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-28-07-2022.html,28/07/2022
135,Thứ 3,26/07/2022,,,,Đặc biệt: 831 005 || Giải nhất: 944 315 700 661 || Giải nhì: 340 353 815 144 098 023 || Giải ba: 105 701 864 744 004 280 108 487,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-26-07-2022.html,26/07/2022
134,Thứ 7,23/07/2022,,,,Đặc biệt: 735 572 || Giải nhất: 406 682 467 027 || Giải nhì: 495 400 909 118 039 068 || Giải ba: 505 249 933 001 071 622 467 477,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-23-07-2022.html,23/07/2022
133,Thứ 5,21/07/2022,,,,Đặc biệt: 231 677 || Giải nhất: 703 638 106 327 || Giải nhì: 803 293 586 867 633 107 || Giải ba: 369 359 173 002 494 505 536 552,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-07-2022.html,21/07/2022
132,Thứ 3,19/07/2022,,,,Đặc biệt: 178 130 || Giải nhất: 114 591 898 732 || Giải nhì: 114 019 585 041 594 531 || Giải ba: 181 747 905 971 329 669 262 367,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-19-07-2022.html,19/07/2022
131,Thứ 7,16/07/2022,,,,Đặc biệt: 531 765 || Giải nhất: 543 689 658 787 || Giải nhì: 343 992 683 127 076 734 || Giải ba: 547 124 069 972 052 729 890 989,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-16-07-2022.html,16/07/2022
130,Thứ 5,14/07/2022,,,,Đặc biệt: 997 374 || Giải nhất: 858 258 418 638 || Giải nhì: 528 508 173 834 766 784 || Giải ba: 042 719 582 305 828 130 248 158,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-07-2022.html,14/07/2022
129,Thứ 3,12/07/2022,,,,Đặc biệt: 955 456 || Giải nhất: 019 513 895 916 || Giải nhì: 536 779 042 291 203 763 || Giải ba: 980 848 334 314 854 677 787 167,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-07-2022.html,12/07/2022
128,Thứ 7,09/07/2022,,,,Đặc biệt: 433 717 || Giải nhất: 072 495 154 341 || Giải nhì: 182 557 305 178 788 458 || Giải ba: 343 067 871 468 801 913 799 446,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-09-07-2022.html,09/07/2022
127,Thứ 5,07/07/2022,,,,Đặc biệt: 331 491 || Giải nhất: 446 772 301 528 || Giải nhì: 683 289 218 619 271 267 || Giải ba: 746 423 319 765 703 064 201 069,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-07-2022.html,07/07/2022
126,Thứ 3,05/07/2022,,,,Đặc biệt: 814 157 || Giải nhất: 346 929 720 865 || Giải nhì: 398 775 492 134 722 643 || Giải ba: 928 502 942 584 454 864 836 949,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-07-2022.html,05/07/2022
125,Thứ 7,02/07/2022,,,,Đặc biệt: 352 485 || Giải nhất: 943 282 249 727 || Giải nhì: 832 356 897 334 091 291 || Giải ba: 503 335 168 837 751 121 794 791,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-02-07-2022.html,02/07/2022
124,Thứ 5,30/06/2022,,,,Đặc biệt: 354 032 || Giải nhất: 659 176 065 683 || Giải nhì: 640 319 554 505 465 173 || Giải ba: 659 254 166 257 709 070 695 200,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-30-06-2022.html,30/06/2022
123,Thứ 3,28/06/2022,,,,Đặc biệt: 139 594 || Giải nhất: 889 772 354 018 || Giải nhì: 587 792 692 187 756 437 || Giải ba: 185 330 397 129 008 692 073 229,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-28-06-2022.html,28/06/2022
122,Thứ 7,25/06/2022,,,,Đặc biệt: 280 081 || Giải nhất: 533 038 741 879 || Giải nhì: 201 481 145 175 694 979 || Giải ba: 006 509 417 625 388 079 218 178,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-25-06-2022.html,25/06/2022
121,Thứ 5,23/06/2022,,,,Đặc biệt: 955 269 || Giải nhất: 939 970 772 627 || Giải nhì: 421 346 743 682 843 835 || Giải ba: 392 451 498 950 123 334 251 196,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-23-06-2022.html,23/06/2022
120,Thứ 3,21/06/2022,,,,Đặc biệt: 324 871 || Giải nhất: 607 806 590 081 || Giải nhì: 598 602 531 216 104 318 || Giải ba: 989 545 266 613 323 364 021 964,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-06-2022.html,21/06/2022
119,Thứ 7,18/06/2022,,,,Đặc biệt: 374 030 || Giải nhất: 023 062 910 868 || Giải nhì: 725 430 683 474 397 249 || Giải ba: 307 828 246 902 712 331 998 987,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-18-06-2022.html,18/06/2022
118,Thứ 5,16/06/2022,,,,Đặc biệt: 707 758 || Giải nhất: 135 583 135 514 || Giải nhì: 165 746 410 110 306 732 || Giải ba: 757 863 328 899 327 416 558 834,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-16-06-2022.html,16/06/2022
117,Thứ 3,14/06/2022,,,,Đặc biệt: 536 639 || Giải nhất: 609 464 899 724 || Giải nhì: 537 689 561 753 031 417 || Giải ba: 392 932 146 889 615 818 802 769,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-06-2022.html,14/06/2022
116,Thứ 7,11/06/2022,,,,Đặc biệt: 026 591 || Giải nhất: 658 954 750 647 || Giải nhì: 608 294 599 121 212 834 || Giải ba: 980 021 869 027 117 897 894 970,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-11-06-2022.html,11/06/2022
115,Thứ 5,09/06/2022,,,,Đặc biệt: 162 022 || Giải nhất: 217 218 529 083 || Giải nhì: 330 815 750 888 537 589 || Giải ba: 007 538 149 210 739 588 561 761,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-09-06-2022.html,09/06/2022
114,Thứ 3,07/06/2022,,,,Đặc biệt: 785 861 || Giải nhất: 945 022 546 153 || Giải nhì: 125 569 632 244 950 552 || Giải ba: 205 052 449 705 638 697 694 185,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-06-2022.html,07/06/2022
113,Thứ 7,04/06/2022,,,,Đặc biệt: 591 727 || Giải nhất: 542 463 562 080 || Giải nhì: 582 877 384 760 177 049 || Giải ba: 331 891 919 694 727 667 032 159,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-04-06-2022.html,04/06/2022
112,Thứ 5,02/06/2022,,,,Đặc biệt: 666 728 || Giải nhất: 813 696 629 493 || Giải nhì: 550 281 827 166 854 452 || Giải ba: 224 468 495 047 531 981 967 518,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-02-06-2022.html,02/06/2022
111,Thứ 3,31/05/2022,,,,Đặc biệt: 933 977 || Giải nhất: 789 834 048 300 || Giải nhì: 053 327 423 909 090 392 || Giải ba: 671 728 182 223 260 857 674 023,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-31-05-2022.html,31/05/2022
110,Thứ 7,28/05/2022,,,,Đặc biệt: 141 345 || Giải nhất: 953 198 982 437 || Giải nhì: 738 433 689 738 898 992 || Giải ba: 583 080 771 962 907 660 667 444,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-28-05-2022.html,28/05/2022
109,Thứ 5,26/05/2022,,,,Đặc biệt: 779 286 || Giải nhất: 711 356 030 080 || Giải nhì: 728 381 969 849 695 141 || Giải ba: 077 869 297 885 339 937 323 542,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-26-05-2022.html,26/05/2022
108,Thứ 3,24/05/2022,,,,Đặc biệt: 548 800 || Giải nhất: 701 222 667 736 || Giải nhì: 988 433 867 148 099 468 || Giải ba: 948 860 183 456 829 155 582 531,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-24-05-2022.html,24/05/2022
107,Thứ 7,21/05/2022,,,,Đặc biệt: 584 058 || Giải nhất: 605 998 570 159 || Giải nhì: 356 380 950 646 994 566 || Giải ba: 131 946 832 278 615 413 420 388,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-05-2022.html,21/05/2022
106,Thứ 5,19/05/2022,,,,Đặc biệt: 110 772,,,
105,Thứ 3,17/05/2022,,,,Đặc biệt: 291 481 || Giải nhất: 907 398 140 037 || Giải nhì: 340 934 408 959 298 235 || Giải ba: 285 828 489 720 841 673 326 105,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-17-05-2022.html,17/05/2022
104,Thứ 7,14/05/2022,,,,Đặc biệt: 928 581 || Giải nhất: 604 601 572 616 || Giải nhì: 249 696 780 778 755 530 || Giải ba: 515 752 449 380 016 760 878 160,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-05-2022.html,14/05/2022
103,Thứ 5,12/05/2022,,,,Đặc biệt: 932 403 || Giải nhất: 904 205 976 378 || Giải nhì: 281 630 786 639 387 385 || Giải ba: 440 858 500 136 223 046 406 258,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-05-2022.html,12/05/2022
102,Thứ 3,10/05/2022,,,,Đặc biệt: 222 194 || Giải nhất: 740 523 332 519 || Giải nhì: 702 362 099 805 177 218 || Giải ba: 240 241 505 603 604 801 262 138,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-10-05-2022.html,10/05/2022
101,Thứ 7,07/05/2022,,,,Đặc biệt: 495 238 || Giải nhất: 442 751 050 114 || Giải nhì: 542 734 447 730 882 397 || Giải ba: 600 666 976 323 858 305 543 537,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-05-2022.html,07/05/2022
100,Thứ 5,05/05/2022,,,,Đặc biệt: 734 471 || Giải nhất: 031 163 256 565 || Giải nhì: 600 258 714 649 729 946 || Giải ba: 109 381 037 882 624 538 221 569,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-05-2022.html,05/05/2022
99,Thứ 3,03/05/2022,,,,Đặc biệt: 163 681 || Giải nhất: 705 560 232 296 || Giải nhì: 133 517 539 050 654 191 || Giải ba: 555 306 213 473 858 840 779 458,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-03-05-2022.html,03/05/2022
98,Thứ 7,30/04/2022,,,,Đặc biệt: 837 296 || Giải nhất: 755 477 821 454 || Giải nhì: 357 014 122 052 588 053 || Giải ba: 133 881 960 388 370 788 664 753,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-30-04-2022.html,30/04/2022
97,Thứ 5,28/04/2022,,,,Đặc biệt: 452 543 || Giải nhất: 468 202 783 456 || Giải nhì: 901 528 473 304 232 357 || Giải ba: 544 086 057 026 534 637 994 246,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-28-04-2022.html,28/04/2022
96,Thứ 3,26/04/2022,,,,Đặc biệt: 296 024 || Giải nhất: 391 837 231 676 || Giải nhì: 950 626 661 221 072 326 || Giải ba: 482 963 890 911 383 003 464 374,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-26-04-2022.html,26/04/2022
95,Thứ 7,23/04/2022,,,,Đặc biệt: 544 515 || Giải nhất: 469 349 525 364 || Giải nhì: 689 056 854 056 334 852 || Giải ba: 219 763 161 438 681 738 444 205,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-23-04-2022.html,23/04/2022
94,Thứ 5,21/04/2022,,,,Đặc biệt: 285 706 || Giải nhất: 303 814 347 285 || Giải nhì: 013 828 446 151 357 348 || Giải ba: 733 822 399 008 040 409 006 524,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-04-2022.html,21/04/2022
93,Thứ 3,19/04/2022,,,,Đặc biệt: 160 937 || Giải nhất: 746 127 050 578 || Giải nhì: 540 332 901 599 091 362 || Giải ba: 861 896 080 217 340 636 984 367,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-19-04-2022.html,19/04/2022
92,Thứ 7,16/04/2022,,,,Đặc biệt: 416 756 || Giải nhất: 133 013 519 396 || Giải nhì: 283 005 058 065 079 307 || Giải ba: 587 496 312 139 044 916 863 741,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-16-04-2022.html,16/04/2022
91,Thứ 5,14/04/2022,,,,Đặc biệt: 199 660 || Giải nhất: 653 056 348 250 || Giải nhì: 024 422 721 112 341 582 || Giải ba: 790 393 277 352 369 701 476 268,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-04-2022.html,14/04/2022
90,Thứ 3,12/04/2022,,,,Đặc biệt: 116 803 || Giải nhất: 523 085 249 824 || Giải nhì: 055 341 952 990 638 168 || Giải ba: 381 011 145 290 509 711 685 105,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-04-2022.html,12/04/2022
89,Thứ 7,09/04/2022,,,,Đặc biệt: 351 810 || Giải nhất: 548 622 782 287 || Giải nhì: 498 602 992 917 088 595 || Giải ba: 942 978 137 027 320 790 706 422,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-09-04-2022.html,09/04/2022
88,Thứ 5,07/04/2022,,,,Đặc biệt: 658 359 || Giải nhất: 704 452 944 951 || Giải nhì: 367 204 859 246 032 351 || Giải ba: 726 733 192 456 370 857 827 769,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-04-2022.html,07/04/2022
87,Thứ 3,05/04/2022,,,,Đặc biệt: 857 661 || Giải nhất: 923 871 010 317 || Giải nhì: 437 454 123 234 558 981 || Giải ba: 905 985 081 076 811 047 041 032,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-04-2022.html,05/04/2022
86,Thứ 7,02/04/2022,,,,Đặc biệt: 228 709 || Giải nhất: 885 440 299 265 || Giải nhì: 531 009 909 222 608 176 || Giải ba: 887 817 241 498 798 704 527 619,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-02-04-2022.html,02/04/2022
85,Thứ 5,31/03/2022,,,,Đặc biệt: 772 157 || Giải nhất: 267 139 327 267 || Giải nhì: 146 639 234 880 357 416 || Giải ba: 095 858 462 658 353 485 966 150,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-31-03-2022.html,31/03/2022
