Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
381,Thứ 6,28/12/2018,,"3,22,24,25,31,37",,03 22 24 25 31 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-12-2018.html,28/12/2018
380,Thứ 4,26/12/2018,,"21,28,34,35,41,44",,21 28 34 35 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-12-2018.html,26/12/2018
379,Chủ Nhật,23/12/2018,,"1,3,10,11,16,44",,01 03 10 11 16 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-12-2018.html,23/12/2018
378,Thứ 6,21/12/2018,,"1,7,16,27,29,34",,01 07 16 27 29 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-12-2018.html,21/12/2018
377,Thứ 4,19/12/2018,,"2,10,11,32,40,44",,02 10 11 32 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-12-2018.html,19/12/2018
376,Chủ Nhật,16/12/2018,,"1,14,22,26,35,42",,01 14 22 26 35 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-12-2018.html,16/12/2018
375,Thứ 6,14/12/2018,,"7,16,20,26,30,34",,07 16 20 26 30 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-12-2018.html,14/12/2018
374,Thứ 4,12/12/2018,,"1,3,11,15,27,30",,01 03 11 15 27 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-12-2018.html,12/12/2018
373,Chủ Nhật,09/12/2018,,"6,8,26,34,40,41",,06 08 26 34 40 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-12-2018.html,09/12/2018
372,Thứ 6,07/12/2018,,"1,6,7,22,31,39",,01 06 07 22 31 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-12-2018.html,07/12/2018
371,Thứ 4,05/12/2018,,"7,28,29,39,42,45",,07 28 29 39 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-12-2018.html,05/12/2018
370,Chủ Nhật,02/12/2018,,"2,4,12,23,37,45",,02 04 12 23 37 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-12-2018.html,02/12/2018
369,Thứ 6,30/11/2018,,"11,18,23,25,28,35",,11 18 23 25 28 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-11-2018.html,30/11/2018
368,Thứ 4,28/11/2018,,"8,13,20,21,25,28",,08 13 20 21 25 28,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-11-2018.html,28/11/2018
367,Chủ Nhật,25/11/2018,,"3,5,11,18,24,29",,03 05 11 18 24 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-11-2018.html,25/11/2018
366,Thứ 6,23/11/2018,,"8,10,12,21,25,40",,08 10 12 21 25 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-11-2018.html,23/11/2018
365,Thứ 4,21/11/2018,,"7,9,16,19,24,33",,07 09 16 19 24 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-11-2018.html,21/11/2018
364,Chủ Nhật,18/11/2018,,"6,27,28,30,37,44",,06 27 28 30 37 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-11-2018.html,18/11/2018
363,Thứ 6,16/11/2018,,"4,12,18,21,25,41",,04 12 18 21 25 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-11-2018.html,16/11/2018
362,Thứ 4,14/11/2018,,"12,14,24,26,30,40",,12 14 24 26 30 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-11-2018.html,14/11/2018
361,Chủ Nhật,11/11/2018,,"20,23,26,27,32,34",,20 23 26 27 32 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-11-2018.html,11/11/2018
360,Thứ 6,09/11/2018,,"6,18,28,32,34,35",,06 18 28 32 34 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-11-2018.html,09/11/2018
359,Thứ 4,07/11/2018,,"6,18,22,25,31,37",,06 18 22 25 31 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-11-2018.html,07/11/2018
358,Chủ Nhật,04/11/2018,,"7,12,13,17,25,30",,07 12 13 17 25 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-11-2018.html,04/11/2018
357,Thứ 6,02/11/2018,,"4,6,11,18,24,25",,04 06 11 18 24 25,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-11-2018.html,02/11/2018
356,Thứ 4,31/10/2018,,"17,22,26,30,33,35",,17 22 26 30 33 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-10-2018.html,31/10/2018
355,Chủ Nhật,28/10/2018,,"9,18,19,20,31,45",,09 18 19 20 31 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-10-2018.html,28/10/2018
354,Thứ 6,26/10/2018,,"2,18,31,33,36,41",,02 18 31 33 36 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-10-2018.html,26/10/2018
353,Thứ 4,24/10/2018,,"6,26,34,35,39,42",,06 26 34 35 39 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-10-2018.html,24/10/2018
352,Chủ Nhật,21/10/2018,,"6,22,24,28,30,37",,06 22 24 28 30 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-10-2018.html,21/10/2018
351,Thứ 6,19/10/2018,,"2,14,30,38,39,45",,02 14 30 38 39 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-10-2018.html,19/10/2018
350,Thứ 4,17/10/2018,,"1,12,14,36,39,43",,01 12 14 36 39 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-10-2018.html,17/10/2018
349,Chủ Nhật,14/10/2018,,"7,8,9,34,40,43",,07 08 09 34 40 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-10-2018.html,14/10/2018
348,Thứ 6,12/10/2018,,"11,12,20,26,28,42",,11 12 20 26 28 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-10-2018.html,12/10/2018
347,Thứ 4,10/10/2018,,"18,19,22,28,41,42",,18 19 22 28 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-10-2018.html,10/10/2018
346,Chủ Nhật,07/10/2018,,"14,18,31,34,39,44",,14 18 31 34 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-10-2018.html,07/10/2018
345,Thứ 6,05/10/2018,,"4,12,17,29,35,44",,04 12 17 29 35 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-10-2018.html,05/10/2018
344,Thứ 4,03/10/2018,,"6,12,19,21,25,45",,06 12 19 21 25 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-10-2018.html,03/10/2018
343,Chủ Nhật,30/09/2018,,"1,20,24,36,43,45",,01 20 24 36 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-09-2018.html,30/09/2018
342,Thứ 6,28/09/2018,,"2,6,11,13,15,38",,02 06 11 13 15 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-09-2018.html,28/09/2018
341,Thứ 4,26/09/2018,,"12,19,27,39,42,45",,12 19 27 39 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-09-2018.html,26/09/2018
340,Chủ Nhật,23/09/2018,,"18,27,32,35,41,44",,18 27 32 35 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-09-2018.html,23/09/2018
339,Thứ 6,21/09/2018,,"1,3,11,14,23,29",,01 03 11 14 23 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-09-2018.html,21/09/2018
338,Thứ 4,19/09/2018,,"10,20,22,24,27,42",,10 20 22 24 27 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-09-2018.html,19/09/2018
337,Chủ Nhật,16/09/2018,,"3,13,17,18,23,34",,03 13 17 18 23 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-09-2018.html,16/09/2018
336,Thứ 6,14/09/2018,,"12,16,17,18,26,34",,12 16 17 18 26 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-09-2018.html,14/09/2018
335,Thứ 4,12/09/2018,,"11,12,13,16,29,31",,11 12 13 16 29 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-09-2018.html,12/09/2018
334,Chủ Nhật,09/09/2018,,"8,14,18,21,44,45",,08 14 18 21 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-09-2018.html,09/09/2018
333,Thứ 6,07/09/2018,,"8,10,11,28,42,45",,08 10 11 28 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-09-2018.html,07/09/2018
332,Thứ 4,05/09/2018,,"5,6,22,27,34,37",,05 06 22 27 34 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-09-2018.html,05/09/2018
331,Chủ Nhật,02/09/2018,,"10,12,13,22,26,40",,10 12 13 22 26 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-09-2018.html,02/09/2018
330,Thứ 6,31/08/2018,,"11,19,30,36,38,40",,11 19 30 36 38 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-08-2018.html,31/08/2018
329,Thứ 4,29/08/2018,,"16,17,24,28,30,36",,16 17 24 28 30 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-08-2018.html,29/08/2018
328,Chủ Nhật,26/08/2018,,"1,3,11,12,22,36",,01 03 11 12 22 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-08-2018.html,26/08/2018
327,Thứ 6,24/08/2018,,"3,22,25,29,33,40",,03 22 25 29 33 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-08-2018.html,24/08/2018
326,Thứ 4,22/08/2018,,"15,17,18,33,34,44",,15 17 18 33 34 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-08-2018.html,22/08/2018
325,Chủ Nhật,19/08/2018,,"16,18,28,36,37,45",,16 18 28 36 37 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-08-2018.html,19/08/2018
324,Thứ 6,17/08/2018,,"3,8,22,28,33,42",,03 08 22 28 33 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-08-2018.html,17/08/2018
323,Thứ 4,15/08/2018,,"12,24,25,33,40,44",,12 24 25 33 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-08-2018.html,15/08/2018
322,Chủ Nhật,12/08/2018,,"5,16,17,28,31,38",,05 16 17 28 31 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-08-2018.html,12/08/2018
321,Thứ 6,10/08/2018,,"18,22,24,29,41,45",,18 22 24 29 41 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-08-2018.html,10/08/2018
320,Thứ 4,08/08/2018,,"19,34,37,39,41,44",,19 34 37 39 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-08-2018.html,08/08/2018
319,Chủ Nhật,05/08/2018,,"7,10,18,31,39,43",,07 10 18 31 39 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-08-2018.html,05/08/2018
318,Thứ 6,03/08/2018,,"3,8,10,24,27,28",,03 08 10 24 27 28,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-08-2018.html,03/08/2018
317,Thứ 4,01/08/2018,,"5,6,29,30,37,38",,05 06 29 30 37 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-08-2018.html,01/08/2018
316,Chủ Nhật,29/07/2018,,"26,31,32,37,43,45",,26 31 32 37 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-07-2018.html,29/07/2018
315,Thứ 6,27/07/2018,,"2,21,32,37,38,42",,02 21 32 37 38 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-07-2018.html,27/07/2018
314,Thứ 4,25/07/2018,,"9,16,18,38,41,45",,09 16 18 38 41 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-07-2018.html,25/07/2018
313,Chủ Nhật,22/07/2018,,"8,9,24,27,40,45",,08 09 24 27 40 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-07-2018.html,22/07/2018
312,Thứ 6,20/07/2018,,"13,14,16,19,20,23",,13 14 16 19 20 23,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-07-2018.html,20/07/2018
311,Thứ 4,18/07/2018,,"8,10,14,19,26,34",,08 10 14 19 26 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-07-2018.html,18/07/2018
310,Chủ Nhật,15/07/2018,,"7,15,20,29,31,38",,07 15 20 29 31 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-07-2018.html,15/07/2018
309,Thứ 6,13/07/2018,,"3,8,9,25,27,28",,03 08 09 25 27 28,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-07-2018.html,13/07/2018
308,Thứ 4,11/07/2018,,"12,26,28,29,39,43",,12 26 28 29 39 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-07-2018.html,11/07/2018
307,Chủ Nhật,08/07/2018,,"2,7,8,10,28,44",,02 07 08 10 28 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-07-2018.html,08/07/2018
306,Thứ 6,06/07/2018,,"22,26,33,34,38,42",,22 26 33 34 38 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-07-2018.html,06/07/2018
305,Thứ 4,04/07/2018,,"2,3,27,28,34,43",,02 03 27 28 34 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-07-2018.html,04/07/2018
304,Chủ Nhật,01/07/2018,,"4,7,15,28,34,37",,04 07 15 28 34 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-07-2018.html,01/07/2018
303,Thứ 6,29/06/2018,,"6,18,22,24,36,39",,06 18 22 24 36 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-06-2018.html,29/06/2018
302,Thứ 4,27/06/2018,,"25,27,29,33,37,38",,25 27 29 33 37 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-06-2018.html,27/06/2018
301,Chủ Nhật,24/06/2018,,"6,8,23,32,33,41",,06 08 23 32 33 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-06-2018.html,24/06/2018
300,Thứ 6,22/06/2018,,"15,19,20,26,34,39",,15 19 20 26 34 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-06-2018.html,22/06/2018
299,Thứ 4,20/06/2018,,"2,18,22,30,32,43",,02 18 22 30 32 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-06-2018.html,20/06/2018
298,Chủ Nhật,17/06/2018,,"3,5,6,7,34,40",,03 05 06 07 34 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-06-2018.html,17/06/2018
297,Thứ 6,15/06/2018,,"8,11,13,23,24,28",,08 11 13 23 24 28,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-06-2018.html,15/06/2018
296,Thứ 4,13/06/2018,,"2,4,17,24,31,40",,02 04 17 24 31 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-06-2018.html,13/06/2018
295,Chủ Nhật,10/06/2018,,"22,25,35,36,38,39",,22 25 35 36 38 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-06-2018.html,10/06/2018
294,Thứ 6,08/06/2018,,"4,13,32,35,40,42",,04 13 32 35 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-06-2018.html,08/06/2018
293,Thứ 4,06/06/2018,,"6,20,22,26,43,44",,06 20 22 26 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-06-2018.html,06/06/2018
292,Chủ Nhật,03/06/2018,,"18,20,24,40,42,45",,18 20 24 40 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-06-2018.html,03/06/2018
291,Thứ 6,01/06/2018,,"6,14,19,38,43,44",,06 14 19 38 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-06-2018.html,01/06/2018
290,Thứ 4,30/05/2018,,"2,17,19,27,31,36",,02 17 19 27 31 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-05-2018.html,30/05/2018
289,Chủ Nhật,27/05/2018,,"5,9,17,18,19,22",,05 09 17 18 19 22,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-05-2018.html,27/05/2018
288,Thứ 6,25/05/2018,,"5,14,22,26,29,39",,05 14 22 26 29 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-05-2018.html,25/05/2018
287,Thứ 4,23/05/2018,,"13,16,25,34,37,41",,13 16 25 34 37 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-05-2018.html,23/05/2018
286,Chủ Nhật,20/05/2018,,"18,19,25,26,29,39",,18 19 25 26 29 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-05-2018.html,20/05/2018
285,Thứ 6,18/05/2018,,"3,18,24,29,30,35",,03 18 24 29 30 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-05-2018.html,18/05/2018
284,Thứ 4,16/05/2018,,"10,21,23,25,35,38",,10 21 23 25 35 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-05-2018.html,16/05/2018
283,Chủ Nhật,13/05/2018,,"6,11,16,18,27,41",,06 11 16 18 27 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-05-2018.html,13/05/2018
282,Thứ 6,11/05/2018,,"10,11,26,29,33,38",,10 11 26 29 33 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-05-2018.html,11/05/2018
281,Thứ 4,09/05/2018,,"9,15,20,30,31,33",,09 15 20 30 31 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-05-2018.html,09/05/2018
280,Chủ Nhật,06/05/2018,,"11,26,28,34,36,37",,11 26 28 34 36 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-05-2018.html,06/05/2018
279,Thứ 6,04/05/2018,,"9,18,25,26,27,29",,09 18 25 26 27 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-05-2018.html,04/05/2018
278,Thứ 4,02/05/2018,,"10,11,22,29,37,40",,10 11 22 29 37 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-05-2018.html,02/05/2018
277,Chủ Nhật,29/04/2018,,"3,10,22,23,25,43",,03 10 22 23 25 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-04-2018.html,29/04/2018
276,Thứ 6,27/04/2018,,"10,20,24,27,28,29",,10 20 24 27 28 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-04-2018.html,27/04/2018
275,Thứ 4,25/04/2018,,"4,15,17,23,29,43",,04 15 17 23 29 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-04-2018.html,25/04/2018
274,Chủ Nhật,22/04/2018,,"6,7,22,32,36,39",,06 07 22 32 36 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-04-2018.html,22/04/2018
273,Thứ 6,20/04/2018,,"6,9,14,30,33,42",,06 09 14 30 33 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-04-2018.html,20/04/2018
272,Thứ 4,18/04/2018,,"6,16,28,29,39,44",,06 16 28 29 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-04-2018.html,18/04/2018
271,Chủ Nhật,15/04/2018,,"3,9,13,20,30,34",,03 09 13 20 30 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-04-2018.html,15/04/2018
270,Thứ 6,13/04/2018,,"11,22,24,33,38,43",,11 22 24 33 38 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-04-2018.html,13/04/2018
269,Thứ 4,11/04/2018,,"7,20,23,25,26,39",,07 20 23 25 26 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-04-2018.html,11/04/2018
268,Chủ Nhật,08/04/2018,,"2,5,11,16,30,34",,02 05 11 16 30 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-04-2018.html,08/04/2018
267,Thứ 6,06/04/2018,,"1,7,8,9,36,40",,01 07 08 09 36 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-04-2018.html,06/04/2018
266,Thứ 4,04/04/2018,,"2,3,6,16,41,44",,02 03 06 16 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-04-2018.html,04/04/2018
265,Chủ Nhật,01/04/2018,,"4,12,24,33,39,43",,04 12 24 33 39 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-04-2018.html,01/04/2018
264,Thứ 6,30/03/2018,,"7,11,18,28,34,43",,07 11 18 28 34 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-03-2018.html,30/03/2018
263,Thứ 4,28/03/2018,,"12,18,31,34,35,42",,12 18 31 34 35 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-03-2018.html,28/03/2018
262,Chủ Nhật,25/03/2018,,"4,10,13,22,38,42",,04 10 13 22 38 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-03-2018.html,25/03/2018
261,Thứ 6,23/03/2018,,"3,6,12,22,26,35",,03 06 12 22 26 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-03-2018.html,23/03/2018
260,Thứ 4,21/03/2018,,"6,19,38,40,41,44",,06 19 38 40 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-03-2018.html,21/03/2018
259,Chủ Nhật,18/03/2018,,"14,21,24,28,31,40",,14 21 24 28 31 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-03-2018.html,18/03/2018
258,Thứ 6,16/03/2018,,"6,8,13,17,20,34",,06 08 13 17 20 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-03-2018.html,16/03/2018
257,Thứ 4,14/03/2018,,"12,21,23,27,31,34",,12 21 23 27 31 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-03-2018.html,14/03/2018
256,Chủ Nhật,11/03/2018,,"1,14,19,26,41,42",,01 14 19 26 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-03-2018.html,11/03/2018
255,Thứ 6,09/03/2018,,"5,10,13,19,25,44",,05 10 13 19 25 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-03-2018.html,09/03/2018
254,Thứ 4,07/03/2018,,"8,19,25,31,37,40",,08 19 25 31 37 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-03-2018.html,07/03/2018
253,Chủ Nhật,04/03/2018,,"4,11,19,25,32,40",,04 11 19 25 32 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-03-2018.html,04/03/2018
252,Thứ 6,02/03/2018,,"3,7,15,27,41,45",,03 07 15 27 41 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-03-2018.html,02/03/2018
251,Thứ 4,28/02/2018,,"17,19,21,23,36,40",,17 19 21 23 36 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-02-2018.html,28/02/2018
250,Chủ Nhật,25/02/2018,,"8,10,12,29,30,42",,08 10 12 29 30 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-02-2018.html,25/02/2018
249,Thứ 6,23/02/2018,,"5,16,19,23,29,37",,05 16 19 23 29 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-02-2018.html,23/02/2018
248,Thứ 4,21/02/2018,,"18,23,24,26,29,33",,18 23 24 26 29 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-02-2018.html,21/02/2018
247,Chủ Nhật,18/02/2018,,"1,5,14,16,36,38",,01 05 14 16 36 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-02-2018.html,18/02/2018
